day_since_moisture,n,mae,rmse,bias,within_1_day
0.0,2242,0.061754122220513484,0.12482471045819044,0.006219061255518088,0.9982158786797503
1.0,2242,0.5682243919497313,0.7482715148395086,0.3193037746642812,0.8358608385370205
2.0,2242,0.7341110925555514,0.9221856019033555,0.5788536907989575,0.7230151650312221
3.0,2242,0.5481959315460804,0.7083449332473404,0.1750343556604597,0.8568242640499554
4.0,2242,0.6143002114622744,0.7722690272673393,-0.36158661447754276,0.8113291703835861
5.0,2242,0.9351846225958879,1.1468912927396286,-0.8097005414629918,0.5900981266726137
