stage,channel_index_0based,wavelength_nm_approx,mean_pseudo_absorbance,sd_pseudo_absorbance,n
0,31,1056.896551724138,0.18010663986206055,0.03627454489469528,2242
0,32,1060.344827586207,0.1792091429233551,0.03620317578315735,2242
0,33,1063.7931034482758,0.17832191288471222,0.03613295406103134,2242
0,34,1067.2413793103449,0.17755916714668274,0.03607587516307831,2242
0,35,1070.6896551724137,0.1767919361591339,0.03601544722914696,2242
0,36,1074.1379310344828,0.1761438548564911,0.03598415106534958,2242
0,37,1077.5862068965516,0.17548803985118866,0.03590616583824158,2242
0,38,1081.0344827586207,0.17495597898960114,0.0358508825302124,2242
0,39,1084.4827586206898,0.17444267868995667,0.03579552099108696,2242
0,40,1087.9310344827586,0.17395490407943726,0.03577132150530815,2242
0,41,1091.3793103448277,0.17348963022232056,0.03569746017456055,2242
0,42,1094.8275862068965,0.1732148677110672,0.03564593568444252,2242
0,43,1098.2758620689656,0.1729796826839447,0.03561677783727646,2242
0,44,1101.7241379310344,0.172978937625885,0.03561144322156906,2242
0,45,1105.1724137931035,0.1731494963169098,0.03553719446063042,2242
0,46,1108.6206896551723,0.17384876310825348,0.035524722188711166,2242
0,47,1112.0689655172414,0.1750549077987671,0.03548149764537811,2242
0,48,1115.5172413793102,0.17692749202251434,0.03548380360007286,2242
0,49,1118.9655172413793,0.17919886112213135,0.035470448434352875,2242
0,50,1122.4137931034484,0.1819545477628708,0.035527586936950684,2242
0,51,1125.8620689655172,0.1850283443927765,0.03555413335561752,2242
0,52,1129.3103448275863,0.188445582985878,0.03558916226029396,2242
0,53,1132.7586206896551,0.19179821014404297,0.03563676401972771,2242
0,54,1136.2068965517242,0.1951090693473816,0.03577227145433426,2242
0,55,1139.655172413793,0.19803836941719055,0.035882845520973206,2242
0,56,1143.103448275862,0.20057037472724915,0.036041438579559326,2242
0,57,1146.551724137931,0.20274534821510315,0.03620529547333717,2242
0,58,1150.0,0.20460118353366852,0.03635326400399208,2242
0,59,1153.4482758620688,0.20630373060703278,0.03647894039750099,2242
0,60,1156.896551724138,0.20801551640033722,0.0366220586001873,2242
0,61,1160.344827586207,0.20964115858078003,0.0367322601377964,2242
0,62,1163.7931034482758,0.21141625940799713,0.03693024441599846,2242
0,63,1167.2413793103449,0.21280325949192047,0.037017419934272766,2242
0,64,1170.6896551724137,0.21389231085777283,0.037137869745492935,2242
0,65,1174.1379310344828,0.21445786952972412,0.03718240186572075,2242
0,66,1177.5862068965516,0.21470960974693298,0.03721966966986656,2242
0,67,1181.0344827586207,0.21453896164894104,0.037188079208135605,2242
0,68,1184.4827586206898,0.21406389772891998,0.037134382873773575,2242
0,69,1187.9310344827586,0.21307902038097382,0.03700459748506546,2242
0,70,1191.3793103448274,0.211745023727417,0.03684983029961586,2242
0,71,1194.8275862068965,0.20990169048309326,0.03671613335609436,2242
0,72,1198.2758620689656,0.20779725909233093,0.03652651980519295,2242
0,73,1201.7241379310344,0.20542047917842865,0.03633503615856171,2242
0,74,1205.1724137931035,0.2032296508550644,0.03615085408091545,2242
0,75,1208.6206896551723,0.2010200023651123,0.03598745912313461,2242
0,76,1212.0689655172414,0.19907258450984955,0.03588022291660309,2242
0,77,1215.5172413793102,0.1971372663974762,0.0357193648815155,2242
0,78,1218.9655172413793,0.19558845460414886,0.03567158430814743,2242
0,79,1222.4137931034484,0.1940719038248062,0.03560514748096466,2242
0,80,1225.8620689655172,0.1928682029247284,0.035532146692276,2242
0,81,1229.310344827586,0.19170065224170685,0.035482149571180344,2242
0,82,1232.7586206896551,0.19067806005477905,0.035417623817920685,2242
0,83,1236.2068965517242,0.18970026075839996,0.035364408046007156,2242
0,84,1239.655172413793,0.18888433277606964,0.03530207648873329,2242
0,85,1243.103448275862,0.1879926472902298,0.03526011109352112,2242
0,86,1246.551724137931,0.18722210824489594,0.03523654490709305,2242
