outer_fold,training_subset,channel_index_0based,wavelength_nm_approx,vip,coefficient_per_training_sd,n_training_observations,n_components
5,all_six_stages,0,950.0,1.5490850397913838,8.79999627597589,10764,20
5,all_six_stages,1,953.448275862069,1.4360674290323843,9.52944977656147,10764,20
5,all_six_stages,2,956.8965517241379,1.3367066069558124,-9.994570685884495,10764,20
5,all_six_stages,3,960.3448275862069,1.266421221881408,-0.9625368526852168,10764,20
5,all_six_stages,4,963.7931034482758,1.2169075304391068,-6.598513320911181,10764,20
5,all_six_stages,5,967.2413793103449,1.187136036662455,-14.228111108464647,10764,20
5,all_six_stages,6,970.6896551724138,1.1586371867414729,6.590029250398679,10764,20
5,all_six_stages,7,974.1379310344828,1.1481184013238495,5.0969411224108825,10764,20
5,all_six_stages,8,977.5862068965517,1.1550304708779624,-1.5365901211962414,10764,20
5,all_six_stages,9,981.0344827586207,1.1770166966719326,2.301361266928329,10764,20
5,all_six_stages,10,984.4827586206897,1.1659262889812045,-14.282878468628946,10764,20
5,all_six_stages,11,987.9310344827586,1.1719321858767566,1.0024409939621166,10764,20
5,all_six_stages,12,991.3793103448276,1.2160878316943948,-26.618835237556873,10764,20
5,all_six_stages,13,994.8275862068965,1.1974566389866939,4.398553706411395,10764,20
5,all_six_stages,14,998.2758620689655,1.2174882891919112,2.58965935178927,10764,20
5,all_six_stages,15,1001.7241379310344,1.2406947532823775,-1.8203474822136316,10764,20
5,all_six_stages,16,1005.1724137931035,1.2648136835299024,16.553732876852873,10764,20
5,all_six_stages,17,1008.6206896551724,1.2834083808216519,18.521048461081836,10764,20
5,all_six_stages,18,1012.0689655172414,1.293461060178356,5.274827651860974,10764,20
5,all_six_stages,19,1015.5172413793103,1.321939406927081,4.364248073060759,10764,20
5,all_six_stages,20,1018.9655172413793,1.3519943643017351,8.42253716137569,10764,20
5,all_six_stages,21,1022.4137931034483,1.3634591350134098,-1.6755354298435352,10764,20
5,all_six_stages,22,1025.8620689655172,1.379584811901509,7.5865407701889715,10764,20
5,all_six_stages,23,1029.3103448275863,1.4021673389413702,-11.006016486044466,10764,20
5,all_six_stages,24,1032.7586206896551,1.409072540356407,-5.799723626529866,10764,20
5,all_six_stages,25,1036.2068965517242,1.4142469088341014,4.12429902158039,10764,20
5,all_six_stages,26,1039.655172413793,1.4207651123246123,11.934697475765667,10764,20
5,all_six_stages,27,1043.103448275862,1.422779908740648,-1.0015421421694768,10764,20
5,all_six_stages,28,1046.551724137931,1.4296239305912777,-1.479025950358654,10764,20
5,all_six_stages,29,1050.0,1.4110514989110952,-9.111347863347032,10764,20
5,all_six_stages,30,1053.4482758620688,1.3932164998955692,-10.744110459356778,10764,20
5,all_six_stages,31,1056.896551724138,1.3545023566410848,1.7008564042343237,10764,20
5,all_six_stages,32,1060.344827586207,1.3371496270871577,-7.416619095213804,10764,20
5,all_six_stages,33,1063.7931034482758,1.2951512911379186,-3.16835997088585,10764,20
5,all_six_stages,34,1067.2413793103449,1.268515873366802,8.700301110671743,10764,20
5,all_six_stages,35,1070.6896551724137,1.2257671417588274,0.6889571676354317,10764,20
5,all_six_stages,36,1074.1379310344828,1.182065876746916,0.8594333197815359,10764,20
5,all_six_stages,37,1077.5862068965516,1.1391958417774788,-8.908872987245438,10764,20
5,all_six_stages,38,1081.0344827586207,1.0903186933731428,-3.3709884872212004,10764,20
5,all_six_stages,39,1084.4827586206898,1.0492029110797887,-5.2394373968776335,10764,20
5,all_six_stages,40,1087.9310344827586,1.0166293289955952,6.72499100498945,10764,20
5,all_six_stages,41,1091.3793103448277,0.9928372425958963,8.43510346938675,10764,20
5,all_six_stages,42,1094.8275862068965,0.9523266364794909,2.1390514849227147,10764,20
5,all_six_stages,43,1098.2758620689656,0.9272952454680518,-1.0687448679522393,10764,20
5,all_six_stages,44,1101.7241379310344,0.9275463423335396,2.266721013759601,10764,20
5,all_six_stages,45,1105.1724137931035,0.8528654315730313,-12.95179291748207,10764,20
5,all_six_stages,46,1108.6206896551723,0.8045412060816347,-11.176239050907395,10764,20
5,all_six_stages,47,1112.0689655172414,0.7511670512850844,-15.119134354904016,10764,20
5,all_six_stages,48,1115.5172413793102,0.755728577639999,10.742300952156029,10764,20
5,all_six_stages,49,1118.9655172413793,0.7958308578833562,14.767421098368164,10764,20
5,all_six_stages,50,1122.4137931034484,0.8167915444466406,24.002037397537777,10764,20
5,all_six_stages,51,1125.8620689655172,0.8635027879598562,14.805379210031006,10764,20
5,all_six_stages,52,1129.3103448275863,0.8739842728133731,8.681905336281627,10764,20
5,all_six_stages,53,1132.7586206896551,0.8808587416624368,-1.5386914549593014,10764,20
5,all_six_stages,54,1136.2068965517242,0.8372537772659486,-7.352482970811463,10764,20
5,all_six_stages,55,1139.655172413793,0.8096922537474648,-19.2617700452079,10764,20
5,all_six_stages,56,1143.103448275862,0.8035825294601069,-10.328535370489554,10764,20
5,all_six_stages,57,1146.551724137931,0.8331657403006016,-11.62117256104037,10764,20
5,all_six_stages,58,1150.0,0.8283425034475019,12.649534593423542,10764,20
5,all_six_stages,59,1153.4482758620688,0.788866184187984,11.56297174096214,10764,20
5,all_six_stages,60,1156.896551724138,0.765331760393637,10.969303989983326,10764,20
5,all_six_stages,61,1160.344827586207,0.7971743609955365,-14.06287875107898,10764,20
5,all_six_stages,62,1163.7931034482758,0.8742898285538069,-23.276826664374916,10764,20
5,all_six_stages,63,1167.2413793103449,0.9285875089551429,-17.87052230743692,10764,20
5,all_six_stages,64,1170.6896551724137,0.9751734306970996,-3.32899772962562,10764,20
5,all_six_stages,65,1174.1379310344828,1.0698420034570608,21.99421757558951,10764,20
5,all_six_stages,66,1177.5862068965516,1.0999757321375445,33.813162589347186,10764,20
5,all_six_stages,67,1181.0344827586207,1.0990586221794199,28.153280036145695,10764,20
5,all_six_stages,68,1184.4827586206898,1.0527961951033897,5.720857863880609,10764,20
5,all_six_stages,69,1187.9310344827586,1.0242058697747791,4.324878559938622,10764,20
5,all_six_stages,70,1191.3793103448274,1.0062343217579197,-24.06554150562051,10764,20
5,all_six_stages,71,1194.8275862068965,0.9732262622843568,-12.826167171058493,10764,20
5,all_six_stages,72,1198.2758620689656,0.9283680931724598,-16.74826710870599,10764,20
5,all_six_stages,73,1201.7241379310344,0.880554330704578,-1.746855451372263,10764,20
5,all_six_stages,74,1205.1724137931035,0.7701412132627443,7.085930610289944,10764,20
5,all_six_stages,75,1208.6206896551723,0.7235395558342055,-3.8751142997023202,10764,20
5,all_six_stages,76,1212.0689655172414,0.692885415944277,-3.4320376852742838,10764,20
5,all_six_stages,77,1215.5172413793102,0.702399105392517,-6.428042245180367,10764,20
5,all_six_stages,78,1218.9655172413793,0.6666283695687484,4.597320558142694,10764,20
