outer_fold,training_subset,channel_index_0based,wavelength_nm_approx,vip,coefficient_per_training_sd,n_training_observations,n_components
4,post_moisture_1_to_5,0,950.0,1.669372628301233,19.46840820019913,8970,20
4,post_moisture_1_to_5,1,953.448275862069,1.4853782850813022,13.32174774343428,8970,20
4,post_moisture_1_to_5,2,956.8965517241379,1.315342207584282,-7.298666399513635,8970,20
4,post_moisture_1_to_5,3,960.3448275862069,1.1821047237674989,-9.07725777073696,8970,20
4,post_moisture_1_to_5,4,963.7931034482758,1.1117555086505062,-9.095145810386535,8970,20
4,post_moisture_1_to_5,5,967.2413793103449,1.0647296608840846,-20.08889126728988,8970,20
4,post_moisture_1_to_5,6,970.6896551724138,0.9750921659533249,-0.16814945659565017,8970,20
4,post_moisture_1_to_5,7,974.1379310344828,0.9492539613784182,8.546156992422445,8970,20
4,post_moisture_1_to_5,8,977.5862068965517,0.9566230055998733,-3.6631363996572928,8970,20
4,post_moisture_1_to_5,9,981.0344827586207,0.9747972612075182,2.16907815644167,8970,20
4,post_moisture_1_to_5,10,984.4827586206897,0.8982966027082405,-14.547799551700983,8970,20
4,post_moisture_1_to_5,11,987.9310344827586,0.8791295452823682,2.466306372859589,8970,20
4,post_moisture_1_to_5,12,991.3793103448276,0.9534222174265304,-27.35162259457386,8970,20
4,post_moisture_1_to_5,13,994.8275862068965,0.8716737515733871,2.01508439657592,8970,20
4,post_moisture_1_to_5,14,998.2758620689655,0.9098274408672403,4.058795564618826,8970,20
4,post_moisture_1_to_5,15,1001.7241379310344,0.9232104603274146,3.813498634042466,8970,20
4,post_moisture_1_to_5,16,1005.1724137931035,0.9462476842967713,12.81880088890804,8970,20
4,post_moisture_1_to_5,17,1008.6206896551724,0.946804407310355,20.61340201170246,8970,20
4,post_moisture_1_to_5,18,1012.0689655172414,0.8902498431875977,5.17688364673827,8970,20
4,post_moisture_1_to_5,19,1015.5172413793103,0.9067906656371012,4.012889684521493,8970,20
4,post_moisture_1_to_5,20,1018.9655172413793,0.9447959544652927,5.208880488743107,8970,20
4,post_moisture_1_to_5,21,1022.4137931034483,0.9088207056055673,2.3863941337475403,8970,20
4,post_moisture_1_to_5,22,1025.8620689655172,0.9088876819800927,4.194212833384147,8970,20
4,post_moisture_1_to_5,23,1029.3103448275863,0.9315630167852351,-4.609365163618378,8970,20
4,post_moisture_1_to_5,24,1032.7586206896551,0.921275549752699,-8.211320556824605,8970,20
4,post_moisture_1_to_5,25,1036.2068965517242,0.9339821905157741,2.4922978812797476,8970,20
4,post_moisture_1_to_5,26,1039.655172413793,0.9636424461957469,16.826889222551074,8970,20
4,post_moisture_1_to_5,27,1043.103448275862,0.9707843600983732,1.8906504121037238,8970,20
4,post_moisture_1_to_5,28,1046.551724137931,1.0871711653749148,-11.52910677849581,8970,20
4,post_moisture_1_to_5,29,1050.0,1.02365796188923,-8.355557489136627,8970,20
4,post_moisture_1_to_5,30,1053.4482758620688,1.0306360958898746,-7.319163351105785,8970,20
4,post_moisture_1_to_5,31,1056.896551724138,0.9872173068303234,-4.115094337041472,8970,20
4,post_moisture_1_to_5,32,1060.344827586207,0.9605136446830672,-9.394102195366283,8970,20
4,post_moisture_1_to_5,33,1063.7931034482758,0.9089878047524921,-3.446947988227576,8970,20
4,post_moisture_1_to_5,34,1067.2413793103449,0.8926264716749114,6.175454223541986,8970,20
4,post_moisture_1_to_5,35,1070.6896551724137,0.8858056417116887,-3.2502960167843766,8970,20
4,post_moisture_1_to_5,36,1074.1379310344828,0.8810634690083776,6.045511848214557,8970,20
4,post_moisture_1_to_5,37,1077.5862068965516,0.8515043981506126,-4.128183388582717,8970,20
4,post_moisture_1_to_5,38,1081.0344827586207,0.8299617331214341,-5.75966852713226,8970,20
4,post_moisture_1_to_5,39,1084.4827586206898,0.8217517567782625,-3.8583673999483183,8970,20
4,post_moisture_1_to_5,40,1087.9310344827586,0.8105411774945793,6.448091709099092,8970,20
4,post_moisture_1_to_5,41,1091.3793103448277,0.8539608966237038,15.458214264707266,8970,20
4,post_moisture_1_to_5,42,1094.8275862068965,0.8227861667969506,8.180167499455775,8970,20
4,post_moisture_1_to_5,43,1098.2758620689656,0.8645337560468748,-6.6511177256839,8970,20
4,post_moisture_1_to_5,44,1101.7241379310344,0.8921879329423714,-0.044895636239143055,8970,20
4,post_moisture_1_to_5,45,1105.1724137931035,0.8224149214361162,-4.15502535859546,8970,20
4,post_moisture_1_to_5,46,1108.6206896551723,0.8811588851456084,-9.95988354017485,8970,20
4,post_moisture_1_to_5,47,1112.0689655172414,0.8503330970439648,-13.293031576676992,8970,20
