family,outer_fold,preprocessing,parameter,candidate_key,mae,rmse,r2,within_1_day,bias,fit_predict_seconds,n_train,n_test,n_train_dishes,n_test_dishes
PLSR,3,raw,n_components=20,raw|n_components=20,0.7420381706926961,0.9341865440281945,0.7007870288994257,0.7087053571428571,-0.016423158833788126,0.13776731491088867,10764,2688,72,18
