family,outer_fold,preprocessing,parameter,candidate_key,mae,rmse,r2,within_1_day,bias,fit_predict_seconds,n_train,n_test,n_train_dishes,n_test_dishes
SVR_RBF,5,savgol_d1,C=100;epsilon=0.05;gamma=scale,savgol_d1|C=100;epsilon=0.05;gamma=scale,0.5622769691761262,0.783226388690887,0.7896764882485365,0.8046875,-0.023741599798804847,28.30009436607361,10764,2688,72,18
